ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
3373,0.265,0.0,0.09,0.4225,0.2225
3374,0.1675,0.0025,0.1625,0.575,0.0925
3375,0.0,0.005,0.005,0.9625,0.0275
3376,0.8075,0.0,0.0025,0.0325,0.1575
3377,0.9297916666666666,0.0,0.0,0.0,0.07020833333333333
3378,0.25875,0.0,0.0125,0.575,0.15375
3379,0.0025,0.0,0.0,0.005,0.9925
3380,0.6733333333333335,0.0025,0.02,0.09,0.21416666666666664
3381,0.98375,0.0,0.0,0.0,0.01625
3382,0.9291666666666667,0.0,0.0,0.04833333333333333,0.0225
3383,0.0025,0.00125,0.0025,0.0025,0.99125
3384,0.165,0.0075,0.0275,0.0875,0.7125
3385,0.625,0.0,0.0,0.0475,0.3275
3386,0.015,0.07125,0.5098333333333334,0.0425,0.36141666666666666
3387,0.725,0.0,0.0075,0.20402976190476188,0.0634702380952381
3388,0.9354166666666667,0.0,0.0,0.0,0.06458333333333333
3389,0.0025,0.0,0.1875,0.355,0.455
3390,0.1075,0.0,0.0175,0.56,0.315
3391,0.05,0.0,0.025,0.0425,0.8825
3392,0.0,0.0,0.015,0.0,0.985
3393,1.0,0.0,0.0,0.0,0.0
3394,0.0,0.0,0.0125,0.0,0.9875
3395,0.785,0.0,0.0025,0.1525,0.06
3396,0.015,0.005,0.46,0.0425,0.4775
3397,0.07,0.045,0.0725,0.05,0.7625
3398,0.9466666666666668,0.0,0.0,0.0275,0.02583333333333333
3399,0.1225,0.01,0.205,0.2675,0.395
3400,0.3241666666666667,0.0,0.035,0.5583333333333333,0.0825
3401,0.9748333333333333,0.0,0.0,0.02516666666666667,0.0
3402,0.025,0.0,0.0075,0.0925,0.875
3403,0.33,0.0,0.0075,0.2025,0.46
3404,0.48666666666666664,0.0,0.095,0.1125,0.30583333333333335
3405,0.80375,0.0,0.0,0.19375,0.0025
3406,0.5975,0.0,0.0,0.3925,0.01
3407,0.72375,0.0,0.0,0.19125,0.085
3408,0.005,0.055,0.285,0.02,0.635
3409,0.975,0.0,0.0,0.0225,0.0025
3410,0.0525,0.0075,0.0125,0.0,0.9275
3411,0.4545138888888889,0.0,0.0,0.015,0.5304861111111111
3412,0.6910416666666666,0.0,0.0525,0.1375,0.11895833333333332
3413,0.5337023809523809,0.0,0.0,0.28458333333333335,0.18171428571428572
3414,0.5225,0.0,0.0075,0.0275,0.4425
3415,0.6275,0.0,0.1,0.25,0.0225
3416,0.0075,0.02,0.16004166666666667,0.0,0.8124583333333334
3417,0.1975,0.0,0.0,0.74875,0.05375
3418,0.1775,0.0025,0.3175,0.12,0.3825
3419,0.9975,0.0,0.0,0.0,0.0025
3420,0.0,0.0,0.015,0.0025,0.9825
3421,0.0025,0.0,0.0,0.0175,0.98
3422,0.70375,0.0,0.0,0.15625,0.14
3423,0.97375,0.0,0.0,0.0,0.02625
3424,0.33125,0.0,0.008125,0.574375,0.08625
3425,0.0,0.005,0.015,0.0075,0.9725
3426,0.70625,0.0,0.0025,0.06666666666666667,0.22458333333333336
3427,0.81,0.0,0.0,0.055,0.135
3428,0.638125,0.0,0.005,0.281875,0.075
3429,0.98625,0.0,0.0,0.0,0.01375
3430,0.17,0.0,0.195,0.6075,0.0275
3431,0.8775,0.0,0.0,0.0225,0.1
3432,0.42,0.0,0.085,0.2975,0.1975
3433,0.509875,0.0,0.04,0.287625,0.1625
3434,0.48804166666666676,0.0,0.0,0.31695833333333334,0.195
3435,0.235,0.0025,0.055,0.245,0.4625
3436,0.65,0.0,0.0,0.005,0.345
3437,0.0,0.0,0.035,0.7575,0.2075
3438,0.0,0.0,0.0025,0.0,0.9975
3439,0.7643750000000001,0.0,0.005,0.16917857142857146,0.06144642857142856
3440,0.2875,0.0,0.0225,0.28,0.41
3441,0.0,0.005,0.79,0.0,0.205
3442,0.82675,0.0,0.0,0.0,0.17325
3443,0.0,0.0,0.0025,0.0,0.9975
3444,0.995,0.0,0.0025,0.0,0.0025
3445,0.17791666666666667,0.0,0.029166666666666664,0.7070833333333334,0.08583333333333334
3446,0.0175,0.0,0.3,0.55,0.1325
3447,0.13,0.0,0.3125,0.5125,0.045
3448,0.005,0.0175,0.1825,0.0025,0.7925
3449,0.7825,0.0,0.0675,0.0675,0.0825
3450,0.67525,0.0,0.1125,0.057249999999999995,0.155
3451,0.9775,0.0,0.0,0.005,0.0175
3452,0.2525,0.0,0.0025,0.135,0.61
3453,0.29862500000000003,0.075,0.015,0.0575,0.553875
3454,0.41,0.005,0.2225,0.0875,0.275
3455,0.385,0.0,0.04,0.5425,0.0325
3456,0.71625,0.0,0.0075,0.09,0.18625
3457,0.5275,0.0025,0.02,0.40825,0.041749999999999995
3458,0.01,0.0,0.15416666666666667,0.615,0.22083333333333335
3459,0.0,0.0,0.01,0.0,0.99
3460,0.420625,0.0,0.074375,0.4775,0.0275
3461,0.6625,0.0,0.0,0.111,0.22649999999999998
3462,0.2,0.0,0.0025,0.1125,0.685
3463,0.61,0.0,0.02,0.3625,0.0075
3464,0.6825,0.0,0.0,0.17,0.1475
3465,0.08,0.025,0.0325,0.42,0.4425
3466,0.0,0.0025,0.08,0.0,0.9175
3467,0.37607738095238097,0.0,0.195,0.3914226190476191,0.0375
3468,0.6305625000000001,0.0,0.0,0.23602083333333332,0.13341666666666663
3469,0.01,0.0,0.3525,0.315,0.3225
3470,0.3875,0.0025,0.0,0.305,0.305
3471,0.295,0.0,0.001,0.6214999999999999,0.0825
3472,0.93,0.0,0.0,0.0175,0.0525
3473,0.0,0.025,0.0105,0.0125,0.9520000000000001
3474,0.0,0.0,0.0325,0.0075,0.96
3475,0.7825,0.0,0.0,0.14,0.0775
3476,0.7325,0.0,0.005,0.0125,0.25
3477,0.0,0.0,0.005,0.02,0.975
3478,0.03,0.0,0.0825,0.6587499999999998,0.22875
3479,0.1225,0.0,0.172,0.265,0.44049999999999995
3480,0.6118541666666668,0.0,0.0,0.33397916666666666,0.05416666666666666
3481,0.0,0.0,0.0,0.0,1.0
3482,0.0,0.0,0.0525,0.0,0.9475
3483,0.7875,0.0,0.0,0.1625,0.05
3484,0.8725,0.0,0.0,0.075,0.0525
3485,0.505,0.0,0.075,0.375,0.045
3486,0.9475,0.0,0.0,0.0075,0.045
3487,0.13,0.085,0.0075,0.0,0.7775
3488,0.87,0.0,0.0025,0.08,0.0475
3489,0.3075,0.0,0.0175,0.19527976190476193,0.4797202380952381
3490,0.9625,0.0,0.0,0.0025,0.035
3491,0.21441666666666667,0.0,0.0075,0.051416666666666666,0.7266666666666667
3492,0.0,0.0,0.0525,0.0,0.9475
3493,0.0425,0.005,0.015,0.03,0.9075
3494,0.0,0.0,0.04,0.5791666666666666,0.3808333333333333
3495,0.0075,0.0,0.135,0.445,0.4125
3496,0.0,0.0,0.17125,0.0075,0.82125
3497,0.35,0.0,0.04,0.225,0.385
3498,0.33,0.0025,0.175,0.285,0.2075
3499,0.88,0.005,0.0125,0.0375,0.065
3500,0.125,0.015,0.0675,0.015,0.7775
3501,0.69375,0.0,0.0,0.03125,0.275
3502,0.8775,0.0,0.0,0.0375,0.085
3503,0.0,0.015,0.005,0.0,0.98
3504,0.6166666666666667,0.0,0.005,0.03,0.3483333333333334
3505,0.9925,0.0,0.0,0.005,0.0025
3506,0.0325,0.0,0.3,0.035,0.6325
3507,0.8975,0.0,0.0,0.0,0.1025
3508,0.1525,0.0,0.02,0.0075,0.82
3509,0.3579583333333333,0.0,0.07,0.18179166666666663,0.39024999999999993
3510,0.6125,0.0,0.01125,0.21625,0.16
3511,0.355,0.0,0.0,0.0,0.645
3512,0.95,0.0,0.0,0.0,0.05
3513,0.1375,0.0,0.035,0.075,0.7525
3514,0.8580833333333332,0.0,0.0075,0.09691666666666666,0.0375
3515,0.0025,0.13470833333333332,0.0525,0.0,0.8102916666666665
3516,0.2125,0.005,0.04,0.17895833333333336,0.5635416666666666
3517,0.14833333333333334,0.0025,0.335,0.14,0.37416666666666665
3518,0.0,0.0,0.0025,0.0025,0.995
3519,0.5958333333333333,0.0,0.01,0.1275,0.26666666666666666
3520,0.055,0.0025,0.0025,0.2125,0.7275
3521,0.1175,0.0,0.0475,0.2675,0.5675
3522,0.08,0.0,0.0175,0.29,0.6125
3523,0.99,0.0,0.0,0.0075,0.0025
3524,0.01,0.015,0.0375,0.4475,0.49
3525,0.5185416666666667,0.0,0.01,0.4095833333333333,0.061875
3526,0.45416666666666666,0.0,0.0175,0.1725,0.35583333333333333
3527,0.9625,0.0,0.0,0.0275,0.01
3528,0.285,0.0,0.0025,0.605,0.1075
3529,0.43895833333333334,0.0,0.0025,0.3660416666666667,0.1925
3530,0.7816666666666666,0.0,0.0,0.04833333333333334,0.17
3531,0.8313749999999999,0.0025,0.0025,0.05,0.11362499999999999
3532,0.785,0.0,0.0,0.0025,0.2125
3533,0.9025,0.0825,0.0025,0.0125,0.0
3534,0.019583333333333335,0.035,0.0025,0.0,0.9429166666666666
3535,0.69,0.0,0.035,0.1675,0.1075
3536,0.7258214285714287,0.0,0.0,0.0,0.2741785714285715
3537,1.0,0.0,0.0,0.0,0.0
3538,0.3075,0.0,0.0,0.6775,0.015
3539,0.07291666666666666,0.0275,0.13,0.0025,0.7670833333333333
3540,0.0,0.0,0.505,0.0075,0.4875
3541,0.6558333333333333,0.0,0.0,0.1925,0.15166666666666667
3542,0.0,0.0,0.4375,0.0775,0.485
3543,0.4169583333333333,0.0,0.0075,0.28825,0.28729166666666667
3544,0.895375,0.0,0.0,0.0,0.10462500000000002
3545,0.035,0.0,0.185,0.015,0.765
3546,0.0,0.0175,0.03,0.0,0.9525
3547,0.07833333333333332,0.0075,0.09,0.555,0.26916666666666667
3548,0.0,0.01,0.235,0.01,0.745
3549,0.2825,0.0,0.0625,0.5675,0.0875
3550,0.0,0.0,0.01,0.0,0.99
3551,0.0075,0.0,0.0,0.0,0.9925
3552,0.0,0.0,0.035833333333333335,0.0025,0.9616666666666667
3553,0.0025,0.0,0.115,0.501375,0.381125
3554,0.4075,0.0,0.0075,0.31625,0.26875
3555,0.0675,0.055,0.145,0.0125,0.72
3556,0.33141666666666664,0.0,0.0175,0.1525,0.4985833333333333
3557,0.1,0.0,0.02,0.2,0.68
3558,0.4985,0.0,0.0025,0.3552499999999999,0.14375
3559,0.965,0.0,0.0,0.03,0.005
3560,0.6925,0.0,0.0075,0.2525,0.0475
3561,0.99,0.0,0.0,0.0,0.01
3562,0.005,0.0,0.7925,0.02,0.1825
3563,0.8991666666666667,0.0,0.005,0.035,0.06083333333333333
3564,0.3975,0.0,0.045,0.2775,0.28
3565,0.04375,0.0,0.0025,0.07125,0.8825
3566,0.955,0.0,0.0,0.0025,0.0425
3567,0.18791666666666668,0.0,0.11458333333333334,0.2175,0.48
3568,0.09566666666666666,0.0,0.0,0.8993333333333333,0.005
3569,0.98125,0.0,0.0,0.0025,0.01625
3570,0.27666666666666667,0.0,0.09,0.2275,0.40583333333333327
3571,0.5658333333333334,0.0025,0.0325,0.33625,0.06291666666666668
3572,0.0725,0.0025,0.235,0.3325,0.3575
3573,0.0,0.0175,0.005,0.0,0.9775
3574,0.445,0.0,0.0125,0.5175,0.025
3575,0.2275,0.0,0.0,0.4191666666666667,0.3533333333333333
3576,0.9,0.0,0.0,0.0225,0.0775
3577,0.935,0.0,0.0,0.025,0.04
3578,0.525,0.0,0.0025,0.2975,0.175
3579,0.265,0.0,0.0025,0.1975,0.535
3580,0.9975,0.0,0.0,0.0,0.0025
3581,0.435,0.0,0.0025,0.0425,0.52
3582,0.13,0.0,0.385,0.1425,0.3425
3583,0.3925,0.0,0.02,0.495,0.0925
3584,0.08,0.07,0.3325,0.0,0.5175
3585,0.0075,0.0025,0.01,0.0,0.98
3586,0.8841666666666668,0.0,0.0,0.0,0.11583333333333334
3587,0.0,0.005,0.04,0.0025,0.9525
3588,0.9675,0.0,0.0,0.0225,0.01
3589,0.0025,0.0,0.1425,0.0,0.855
3590,0.8354166666666666,0.0,0.0025,0.10458333333333332,0.0575
3591,0.00375,0.005,0.35625,0.0,0.635
3592,0.0,0.0,0.0,0.0,1.0
3593,0.7675,0.0,0.0,0.0875,0.145
3594,0.568125,0.0,0.015,0.334375,0.0825
3595,0.3075,0.0025,0.0425,0.1325,0.515
3596,0.99,0.0,0.005,0.005,0.0
3597,0.6125,0.0,0.0475,0.285,0.055
3598,0.55,0.005,0.0725,0.2925,0.08
3599,0.379375,0.0,0.1125,0.12,0.388125
3600,0.055,0.0025,0.065,0.1875,0.69
3601,0.2375,0.0,0.0475,0.4746666666666667,0.24033333333333332
3602,0.75,0.0,0.0,0.0725,0.1775
3603,0.69,0.0,0.0,0.1375,0.1725
3604,0.0,0.0425,0.06,0.0,0.8975
3605,0.8291666666666666,0.0,0.005,0.095,0.07083333333333333
3606,0.4175,0.0,0.185,0.3525,0.045
3607,0.1425,0.0,0.0225,0.115,0.72
3608,0.9375,0.0,0.0,0.0125,0.05
3609,0.945,0.0,0.0,0.05,0.005
3610,0.6929583333333335,0.0,0.01,0.24454166666666663,0.0525
3611,0.9097500000000001,0.0,0.0,0.0175,0.07275000000000001
3612,0.48641666666666666,0.0,0.008958333333333332,0.487125,0.0175
3613,0.9325,0.0,0.0075,0.0125,0.0475
3614,0.064375,0.0,0.118125,0.725,0.0925
3615,0.08,0.0,0.015,0.5475,0.3575
3616,1.0,0.0,0.0,0.0,0.0
3617,0.580625,0.0,0.005,0.301875,0.1125
3618,0.30083333333333334,0.0,0.0175,0.5241666666666667,0.1575
3619,0.0,0.0,0.0,0.0,1.0
3620,0.29512499999999997,0.0,0.0,0.0605,0.644375
3621,0.2891666666666666,0.0,0.0475,0.4416666666666667,0.22166666666666665
3622,0.5325,0.0,0.0,0.1425,0.325
3623,0.005,0.005833333333333333,0.056666666666666664,0.0425,0.89
3624,0.38541666666666674,0.0,0.00125,0.095,0.5183333333333333
3625,0.0,0.0,0.0,0.0,1.0
3626,0.56,0.0,0.0025,0.3737499999999999,0.06375
3627,0.7708333333333335,0.0,0.0,0.005,0.22416666666666668
3628,0.0,0.0025,0.03666666666666667,0.0,0.9608333333333333
3629,0.005,0.0,0.26670833333333327,0.05979166666666667,0.6685000000000001
3630,0.685,0.0,0.0,0.1275,0.1875
3631,0.21837499999999999,0.0,0.0625,0.535,0.184125
3632,0.015,0.4905,0.0075,0.0,0.4870000000000001
3633,0.841394841269841,0.0,0.0,0.005,0.15360515873015873
3634,0.154875,0.0,0.0175,0.078125,0.7495
3635,0.4775,0.01,0.0425,0.0875,0.3825
3636,0.79125,0.0,0.04,0.1125,0.05625
3637,0.57575,0.0,0.0025,0.40425,0.0175
3638,0.0025,0.0025,0.0375,0.0,0.9575
3639,0.7675,0.0,0.0,0.10125,0.13125
3640,0.785,0.0,0.0075,0.1852083333333333,0.022291666666666668
3641,0.9525,0.005,0.0,0.0,0.0425
3642,0.93,0.0,0.0,0.0675,0.0025
3643,0.0,0.0,0.0375,0.0,0.9625
3644,0.9725,0.0,0.0,0.0125,0.015
3645,0.0,0.0,0.3425,0.0075,0.65
3646,0.7475,0.0,0.0275,0.0775,0.1475
3647,0.0025,0.0125,0.0014583333333333332,0.015,0.9685416666666665
3648,0.2,0.0,0.0025,0.1125,0.685
3649,0.74875,0.0,0.0,0.22125,0.03
3650,0.5947916666666666,0.0,0.0,0.17020833333333335,0.235
3651,0.0175,0.01,0.1275,0.0,0.845
3652,0.19,0.1975,0.0275,0.1325,0.4525
3653,0.1725,0.0075,0.005,0.3,0.515
3654,0.005,0.005,0.25958333333333333,0.0025,0.7279166666666665
3655,0.4175,0.0,0.0,0.005,0.5775
3656,0.005,0.0,0.005,0.0,0.99
3657,0.3575,0.0,0.0025,0.015,0.625
3658,0.805625,0.0,0.0,0.164375,0.03
3659,0.9608333333333333,0.0,0.0,0.0275,0.011666666666666667
3660,0.0025,0.015,0.01,0.01,0.9625
3661,0.1375,0.0,0.03666666666666667,0.8133333333333335,0.0125
3662,0.0025,0.0025,0.0025,0.0,0.9925
3663,1.0,0.0,0.0,0.0,0.0
3664,0.78,0.0,0.0,0.0025,0.2175
3665,0.3575,0.0,0.0025,0.045,0.595
3666,0.22673511904761903,0.0,0.0025,0.4241607142857142,0.3466041666666667
3667,0.4325,0.005,0.1725,0.235,0.155
3668,0.025,0.3875833333333334,0.02,0.0,0.5674166666666667
3669,0.01,0.0275,0.175,0.01,0.7775
3670,0.215,0.0,0.0275,0.685,0.0725
3671,0.09633333333333333,0.0,0.0,0.0,0.9036666666666667
3672,0.1875,0.0025,0.0375,0.0575,0.715
3673,1.0,0.0,0.0,0.0,0.0
3674,0.5995833333333334,0.0375,0.0125,0.3179166666666667,0.0325
3675,0.9875,0.0,0.0,0.0075,0.005
3676,0.1325,0.0,0.005,0.5745416666666666,0.2879583333333333
3677,0.1675,0.0,0.0525,0.725,0.055
3678,0.35,0.0,0.0025,0.005,0.6425
3679,0.3375,0.0025,0.005,0.18413095238095237,0.4708690476190476
3680,0.5269642857142857,0.1,0.12,0.085,0.16803571428571432
3681,0.855,0.0,0.06,0.06,0.025
3682,0.66,0.0,0.025,0.04125,0.27375
3683,0.0,0.0,0.02,0.0,0.98
3684,0.275,0.0,0.05,0.585,0.09
3685,0.16520833333333332,0.0,0.075,0.655,0.10479166666666666
3686,0.005,0.0,0.73375,0.01,0.25125
3687,0.0,0.0125,0.0175,0.0,0.97
3688,0.31583333333333335,0.0,0.005,0.46916666666666673,0.21
3689,1.0,0.0,0.0,0.0,0.0
3690,0.395,0.0,0.0,0.0025,0.6025
3691,0.415,0.0,0.0,0.0525,0.5325
3692,0.21,0.005,0.02,0.0025,0.7625
3693,0.0,0.0175,0.4225,0.01,0.55
3694,0.555,0.0,0.0025,0.2625,0.18
3695,0.43,0.0,0.0325,0.355,0.1825
3696,0.9125,0.0,0.0,0.04,0.0475
3697,0.9375,0.0,0.0,0.0625,0.0
3698,0.3708333333333333,0.0,0.005,0.4266666666666667,0.1975
3699,0.8975,0.0,0.0,0.0575,0.045
3700,0.175,0.0,0.0675,0.22166666666666668,0.5358333333333334
3701,0.7944583333333335,0.0,0.0016666666666666666,0.1981428571428571,0.005732142857142857
3702,0.65,0.0,0.0,0.0225,0.3275
3703,0.5275,0.0,0.0075,0.146875,0.31812500000000005
3704,0.1275,0.0,0.1,0.5405000000000001,0.23199999999999998
3705,0.455,0.02,0.0175,0.1925,0.315
3706,0.4877380952380952,0.0,0.020113095238095235,0.3108333333333333,0.18131547619047617
3707,0.99,0.0,0.0,0.0,0.01
3708,0.0275,0.0125,0.2075,0.1475,0.605
3709,0.77,0.0375,0.01,0.0,0.1825
3710,0.56875,0.0,0.085,0.215,0.13125
3711,0.9525,0.0,0.0,0.0,0.0475
3712,0.8675,0.0,0.0125,0.085625,0.034374999999999996
3713,0.9625,0.0,0.0075,0.0125,0.0175
3714,0.02,0.0025,0.0925,0.8,0.085
3715,0.8275,0.0,0.0,0.0025,0.17
3716,0.0,0.0,0.0375,0.0,0.9625
3717,0.0025,0.0,0.14,0.3475,0.51
3718,0.2775,0.0,0.0425,0.1375,0.5425
3719,0.1,0.0,0.0025,0.2975,0.6
3720,0.7125,0.0,0.2125,0.0275,0.0475
3721,0.0825,0.00125,0.05375,0.376,0.4865
3722,0.0475,0.005,0.3575,0.34125,0.24875
3723,0.684375,0.0,0.01,0.065625,0.24
3724,0.8975,0.0,0.0025,0.0025,0.0975
3725,1.0,0.0,0.0,0.0,0.0
3726,0.166,0.0,0.0,0.7040000000000001,0.13
3727,0.3775,0.0,0.00625,0.52,0.09625
3728,0.0,0.0,0.0475,0.0,0.9525
3729,0.0,0.0125,0.0,0.0,0.9875
3730,0.0275,0.0,0.23,0.05375,0.68875
3731,0.0825,0.0,0.2225,0.6125,0.0825
3732,0.1375,0.0,0.045,0.625,0.1925
3733,0.0,0.0,0.5175,0.0025,0.48
3734,0.02,0.18125,0.185,0.0,0.61375
3735,0.37,0.0,0.0025,0.065,0.5625
3736,0.46,0.0,0.025,0.0625,0.4525
3737,0.0175,0.0,0.0775,0.4525,0.4525
3738,0.47166666666666673,0.0,0.0,0.27083333333333337,0.2575
3739,0.865,0.0,0.0025,0.0875,0.045
3740,0.0,0.0,0.0225,0.0,0.9775
3741,0.6366666666666666,0.0,0.015,0.2383333333333333,0.11
3742,0.6547916666666667,0.0,0.01,0.28770833333333334,0.0475
3743,0.3641666666666667,0.0,0.01,0.5506666666666667,0.07516666666666666
3744,0.7225,0.0,0.0,0.0275,0.25
3745,0.52375,0.0,0.0325,0.33375,0.11
3746,0.45,0.0,0.0025,0.3075,0.24
3747,0.005,0.0225,0.0375,0.075,0.86
3748,0.0,0.005,0.0125,0.0,0.9825
3749,0.305,0.225,0.0375,0.0075,0.425
3750,0.1,0.0,0.0025,0.8358333333333333,0.06166666666666667
3751,0.38,0.0,0.1475,0.375,0.0975
3752,0.0575,0.0,0.1075,0.7575,0.0775
3753,0.8725,0.0,0.0025,0.005,0.12
3754,0.3275,0.0025,0.0925,0.5525,0.025
3755,0.6524583333333334,0.0,0.0,0.0,0.34754166666666664
3756,0.0275,0.0,0.38,0.299375,0.293125
3757,0.0,0.0,0.0,0.0,1.0
3758,0.9925,0.0025,0.0025,0.0025,0.0
3759,0.4275,0.0,0.1975,0.1275,0.2475
3760,0.7475,0.0,0.04,0.11,0.1025
3761,0.22,0.0,0.005,0.695,0.08
3762,0.0025,0.0,0.5825,0.0425,0.3725
3763,0.01,0.0025,0.095,0.0875,0.805
3764,0.0325,0.0075,0.0275,0.1675,0.765
3765,0.9,0.0,0.0,0.0025,0.0975
3766,0.7425,0.0,0.005,0.205,0.0475
3767,0.31583333333333335,0.0,0.005,0.46916666666666673,0.21
3768,0.0625,0.0,0.1375,0.1725,0.6275
3769,0.8085714285714286,0.0,0.0,0.0025,0.18892857142857142
3770,0.005,0.0,0.195,0.0025,0.7975
3771,0.8325,0.0025,0.0,0.0,0.165
3772,0.0,0.0575,0.37,0.0,0.5725
3773,0.13,0.0,0.0075,0.26875,0.59375
3774,0.44125,0.0,0.0,0.525,0.03375
3775,0.61,0.0,0.0008333333333333333,0.35416666666666674,0.035
3776,0.0225,0.0475,0.05,0.0,0.88
3777,0.1275,0.0,0.03,0.1025,0.74
3778,0.0025,0.0,0.035833333333333335,0.0,0.9616666666666667
3779,0.885,0.0,0.0,0.11,0.005
3780,0.0,0.0275,0.0425,0.0,0.93
3781,0.395,0.0,0.0175,0.54,0.0475
3782,0.125,0.00125,0.23625,0.1775,0.46
3783,0.19916666666666663,0.0,0.0025,0.13020833333333331,0.668125
3784,0.4154166666666667,0.0,0.0,0.5441666666666667,0.04041666666666666
3785,0.0,0.005,0.0225,0.005,0.9675
3786,0.9975,0.0,0.0,0.0,0.0025
3787,0.0775,0.0075,0.005,0.0075,0.9025
3788,0.0,0.05291666666666667,0.02708333333333333,0.0,0.92
3789,0.005,0.0,0.2172916666666667,0.0,0.7777083333333334
3790,0.1175,0.0125,0.02,0.0525,0.7975
3791,0.035,0.0025,0.0425,0.6825,0.2375
3792,0.0,0.0125,0.005,0.0,0.9825
3793,0.7475,0.0,0.0375,0.1225,0.0925
3794,0.0475,0.0125,0.195875,0.02,0.7241249999999999
3795,0.12166666666666666,0.0,0.01,0.07,0.7983333333333333
3796,0.3874166666666666,0.06,0.2475,0.0025,0.3025833333333333
3797,0.995,0.0,0.0,0.0,0.005
3798,0.8866666666666666,0.01,0.015,0.0025,0.08583333333333332
3799,0.39375,0.0,0.05,0.52125,0.035
3800,0.3525,0.015,0.1325,0.075,0.425
3801,0.87125,0.0,0.0075,0.055,0.06625
3802,0.696875,0.0,0.0075,0.24125,0.054375
3803,0.0025,0.0075,0.0025,0.0,0.9875
3804,0.20625,0.0,0.1825,0.29375,0.3175
3805,0.88375,0.0,0.0,0.0125,0.10375
3806,0.4037619047619047,0.0,0.003125,0.2644583333333333,0.3286547619047619
3807,0.280625,0.0,0.039375,0.4375,0.2425
3808,0.0275,0.0025,0.0425,0.68,0.2475
3809,0.005,0.035,0.0225,0.0,0.9375
3810,0.14800000000000002,0.0,0.025,0.43200000000000005,0.395
3811,0.550625,0.0,0.0375,0.39125,0.020625
3812,0.0,0.0675,0.0575,0.435,0.44
3813,0.5908333333333333,0.0,0.0125,0.2675,0.12916666666666668
3814,0.0575,0.0025,0.035,0.1575,0.7475
3815,0.7975,0.0025,0.0,0.0,0.2
3816,0.1425,0.0025,0.0325,0.175,0.6475
3817,0.4425,0.0075,0.0425,0.3175,0.19
3818,0.76,0.0,0.0,0.2125,0.0275
3819,0.4,0.0,0.0,0.06,0.54
3820,0.7095833333333335,0.0,0.0,0.2366666666666667,0.05375
3821,0.15679166666666666,0.0125,0.0,0.0025,0.8282083333333332
3822,0.005,0.0,0.0375,0.6941666666666667,0.2633333333333333
3823,0.3975,0.0,0.2125,0.1225,0.2675
3824,0.7175,0.0,0.0,0.0325,0.25
3825,0.155,0.03,0.02,0.5175,0.2775
3826,0.07,0.0,0.0175,0.68,0.2325
3827,0.3075,0.0,0.0175,0.285,0.39
3828,0.0,0.0075,0.1425,0.0,0.85
3829,0.0,0.0225,0.005,0.0,0.9725
3830,0.16,0.0,0.0575,0.455,0.3275
3831,0.0,0.0,0.01,0.0025,0.9875
3832,0.3925,0.0,0.0575,0.425,0.125
3833,0.49291666666666667,0.0,0.0,0.16208333333333333,0.345
3834,0.4924166666666667,0.0,0.03225,0.2575833333333334,0.21775
3835,0.5025,0.0,0.1,0.06,0.3375
3836,0.20083333333333336,0.0,0.0075,0.10583333333333332,0.6858333333333334
3837,0.4903333333333333,0.0,0.0,0.22966666666666666,0.28
3838,0.96,0.0,0.0,0.0,0.04
3839,0.1975,0.01,0.1025,0.2225,0.4675
3840,0.145,0.0,0.125,0.6141666666666666,0.11583333333333334
3841,0.2025,0.0,0.0875,0.215,0.495
3842,0.26,0.0,0.01,0.47,0.26
3843,0.903125,0.0,0.0,0.04,0.056875
3844,0.025,0.0,0.0075,0.0875,0.88
3845,0.4225,0.0,0.0025,0.17583333333333337,0.3991666666666667
3846,0.0,0.015,0.045,0.0,0.94
3847,0.0675,0.0,0.0275,0.0275,0.8775
3848,0.0,0.0,0.085,0.0,0.915
3849,0.495,0.0,0.055,0.26,0.19
3850,0.11041666666666668,0.0,0.005,0.04395833333333333,0.840625
3851,0.0,0.0,0.09770833333333334,0.0025,0.8997916666666668
3852,0.0675,0.0,0.12,0.5475,0.265
3853,0.005,0.035,0.1425,0.02,0.7975
3854,0.05,0.11,0.04,0.52,0.28
3855,0.77,0.0,0.0,0.0,0.23
3856,1.0,0.0,0.0,0.0,0.0
3857,0.77,0.0,0.0,0.1775,0.0525
3858,0.6395833333333334,0.0,0.0425,0.2175,0.10041666666666668
3859,0.02958333333333333,0.0875,0.005,0.0,0.8779166666666667
3860,0.2775,0.0,0.035,0.5625,0.125
3861,0.0,0.0,0.02,0.0,0.98
3862,0.030166666666666665,0.07,0.0075,0.0,0.8923333333333333
3863,0.8525,0.0,0.0,0.1025,0.045
3864,0.685,0.0,0.02625,0.13291666666666668,0.15583333333333335
3865,0.115,0.0,0.005,0.2558333333333333,0.6241666666666666
3866,0.8170833333333333,0.0,0.0,0.13541666666666669,0.0475
3867,0.114375,0.03,0.04,0.5275,0.28812499999999996
3868,0.3925,0.0,0.0025,0.3525,0.2525
3869,0.3152083333333333,0.0,0.01,0.6547916666666665,0.02
3870,0.2425,0.0125,0.1375,0.0025,0.605
3871,0.07,0.025,0.025,0.0025,0.8775
3872,0.3126011904761905,0.0,0.08429166666666667,0.3775,0.2256071428571429
3873,0.4175,0.0,0.0,0.105,0.4775
3874,0.175,0.005,0.065,0.4575,0.2975
3875,0.0,0.0,0.0125,0.0,0.9875
3876,0.615,0.0,0.0,0.0625,0.3225
